pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id_1,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
FF,2017-04-08,96.3,-1.1483,6.3853,Jett Bandy,542908,518748,home_run,hit_into_play_score,NA,NA,NA,NA,5,Jett Bandy homers (1) on a fly ball to center field.   Keon Broxton scores.,R,R,R,MIL,CHC,X,NA,fly_ball,1,0,2017,-0.3591,1.4694,0.2494,2.5854,NA,NA,542979,0,9,Bot,138.33,20.89,NA,NA,575929,NA,170409_023239,4.5786,-139.9109,-7.9854,-5.7899,29.4382,-10.9224,3.53,1.63,421,100.6,25.423,97.441,2181,6.862,490165,518748,575929,519203,595879,592178,608365,656941,546991,450314,53.6365,0.79,1.361,2,1,0,3,6,83,2,4-Seam Fastball,4,11,4,11,11,4,4,11,Standard,Standard,1
FF,2017-04-08,90.8,-1.0645,5.2853,Cameron Rupp,519237,518875,home_run,hit_into_play_score,NA,NA,NA,NA,5,Cameron Rupp homers (1) on a fly ball to center field.,R,R,R,PHI,WSH,X,NA,fly_ball,2,2,2017,0.4408,1.1676,-0.1008,2.9495,NA,NA,NA,2,8,Bot,199.29,52.68,NA,NA,446308,NA,170409_020602,1.467,-132.4476,-2.6035,5.0606,27.3065,-17.597,3.786,1.565,385,107.2,34.94,92.725,2212,7.225,490177,518875,446308,452252,502517,543685,594694,502317,594809,547180,53.2737,0.813,1.672,2,1,0,3,6,75,5,4-Seam Fastball,16,3,16,3,3,16,16,3,Standard,Standard,1
CU,2017-04-08,80.4,-1.6515,5.4476,Eugenio Suarez,553993,592815,home_run,hit_into_play_score,NA,NA,NA,NA,8,Eugenio Suarez homers (1) on a fly ball to center field.,R,R,R,STL,CIN,X,NA,fly_ball,2,2,2017,1.1826,-0.5457,-0.2533,1.4949,NA,NA,NA,2,9,Top,84.46,27.52,NA,NA,518700,NA,170408_210035,0.9262,-116.8281,-1.0761,10.3481,21.7334,-37.0838,3.786,1.565,416,102.9,27.398,79.3,2307,5.485,490166,592815,518700,576397,543939,594824,649557,545341,451594,500874,54.9368,0.897,1.806,2,1,0,3,6,78,5,Curveball,10,3,3,10,3,10,3,10,Standard,Standard,1
FF,2017-04-08,91.2,2.1532,5.4097,Andres Blanco,433217,424144,home_run,hit_into_play_score,NA,NA,NA,NA,2,Andres Blanco homers (1) on a fly ball to left center field.,R,R,L,PHI,WSH,X,NA,fly_ball,3,2,2017,1.1888,1.3637,-0.0715,3.0806,NA,NA,NA,0,7,Bot,24.45,66.42,NA,NA,446308,NA,170409_014518,-8.0804,-132.5268,-2.8128,15.6347,29.5807,-15.9184,3.676,1.504,392,102,31.682,90.576,2128,6.085,490177,424144,446308,452252,502517,543685,594694,502317,594809,547180,54.4135,0.743,1.408,2,1,0,3,6,65,7,4-Seam Fastball,14,3,14,3,3,14,14,3,Strategic,Standard,1
SL,2017-04-08,86.2,-0.9914,5.8793,Scott Schebler,594988,455009,home_run,hit_into_play_score,NA,NA,NA,NA,8,Scott Schebler homers (2) on a fly ball to right center field.    Tucker Barnhart scores.,R,L,R,STL,CIN,X,NA,fly_ball,3,2,2017,0.2297,0.1036,-0.1041,1.7503,NA,NA,571466,1,8,Top,200.43,48.93,NA,NA,518700,NA,170408_203718,1.6525,-125.6174,-3.9438,2.2094,21.0792,-30.5574,3.746,1.535,408,102.2,32.268,87.544,2210,6.621,490166,455009,518700,576397,543939,594824,649557,545341,451594,500874,53.8345,0.743,1.408,2,1,0,3,6,66,6,Slider,9,1,1,9,1,9,1,9,Standard,Standard,1
FF,2017-04-08,92.2,2.6951,5.4111,Yonder Alonso,475174,516714,home_run,hit_into_play_score,NA,NA,NA,NA,5,Yonder Alonso homers (1) on a fly ball to center field.   Jed Lowrie scores.,R,L,L,TEX,OAK,X,NA,fly_ball,0,0,2017,0.6071,1.2587,0.0425,2.1471,NA,476704,NA,2,8,Top,137.83,26.76,NA,NA,518960,NA,170409_023310,-8.1086,-133.8243,-5.2524,9.0684,27.4351,-15.9298,3.36,1.49,407,103.1,34.303,92.82,2461,6.675,490173,516714,518960,435063,596059,608336,462101,607387,460576,608577,53.8214,0.688,1.398,2,1,0,3,6,58,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,1
FF,2017-04-08,88.9,-1.7713,5.8969,Mike Trout,545361,519267,home_run,hit_into_play_score,NA,NA,NA,NA,4,Mike Trout homers (2) on a fly ball to center field.   Yunel Escobar scores.,R,R,R,LAA,SEA,X,NA,fly_ball,1,1,2017,-0.6435,1.4924,-0.4347,2.6104,NA,NA,488862,1,7,Bot,91.77,25.54,NA,NA,572287,NA,170409_044127,4.5934,-129.08690000000001,-5.0735,-8.1184,26.8869,-14.7295,3.842,1.589,417,105.8,24.656,88.607,2154,6.217,490175,519267,572287,502143,429664,572122,516416,502481,547982,571745,54.2798,0.981,1.896,2,1,0,3,6,58,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,1
FF,2017-04-08,92.5,0.9956,6.2076,Gerardo Parra,467827,477132,home_run,hit_into_play_score,NA,NA,NA,NA,5,Gerardo Parra homers (1) on a fly ball to center field.,R,L,L,COL,LAD,X,NA,fly_ball,1,1,2017,0.045,1.6104,-0.0502,2.5097,NA,NA,NA,1,6,Bot,115.58,13.98,NA,NA,518735,NA,170409_021412,-2.7566,-134.4318,-7.1406,1.0693,25.4002,-11.3924,3.41,1.6,436,100.8,32.29,92.764,2357,6.225,490169,477132,518735,408236,400284,457759,608369,475100,592808,624577,54.2753,0.677,1.355,2,1,0,3,6,48,3,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,1
SL,2017-04-08,85.3,-3.557,6.1888,Geovany Soto,434567,595234,home_run,hit_into_play_score,NA,NA,NA,NA,2,Geovany Soto homers (3) on a line drive to left center field.,R,R,R,CWS,MIN,X,NA,line_drive,0,0,2017,0.0437,0.3521,-0.276,2.985,NA,NA,NA,1,6,Bot,28.92,61.07,NA,NA,488771,NA,170408_201910,7.6442,-124.0606,-2.0182,-0.8906,21.8705,-28.3235,3.47,1.57,396,108.1,20.096,85.911,2308,6.439,490171,595234,488771,408045,572821,593934,593871,592696,621439,596146,54.0595,0.897,1.522,2,1,0,3,6,52,1,Slider,5,2,5,2,2,5,5,2,Standard,Standard,1
FF,2017-04-08,90,-3.4773,6.2959,Avisail Garcia,541645,595234,home_run,hit_into_play_score,NA,NA,NA,NA,4,Avisail Garcia homers (1) on a line drive to center field.   Todd Frazier scores.,R,R,R,CWS,MIN,X,NA,line_drive,1,1,2017,-0.8851,1.5277,-0.6243,2.4321,NA,NA,453943,1,6,Bot,148.04,11.23,NA,NA,488771,NA,170408_201825,9.0213,-130.5095,-6.8982,-12.1405,27.0918,-13.2104,3.56,1.78,442,107.3,26.211,90.511,1782,6.753,490171,595234,488771,408045,572821,593934,593871,592696,621439,596146,53.7462,0.979,1.967,2,1,0,3,6,51,3,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard,1
FT,2017-04-08,88,-1.2539,6.3776,Salvador Perez,521692,502381,home_run,hit_into_play_score,NA,NA,NA,NA,8,Salvador Perez homers (3) on a line drive to left center field.,R,R,R,HOU,KC,X,NA,line_drive,1,0,2017,-1.0738,0.3048,-0.0031,1.5034,NA,NA,NA,1,8,Top,32.1,72.37,NA,NA,435263,NA,170409_012143,5.1195,-127.9836,-6.3988,-12.5182,19.9349,-28.0402,3.865,1.601,371,105.1,17.067,87.792,2485,5.65,490168,502381,435263,503556,514888,608324,621043,502210,545350,543807,54.8641,0.627,0.732,2,1,0,3,5,59,2,2-Seam Fastball,2,6,6,2,6,2,6,2,Infield shift,Strategic,0
FF,2017-04-08,91.9,0.881,6.2688,Mark Reynolds,448602,477132,home_run,hit_into_play_score,NA,NA,NA,NA,5,Mark Reynolds homers (3) on a fly ball to left center field.   Nolan Arenado scores.,R,R,L,COL,LAD,X,NA,fly_ball,1,0,2017,-0.1555,1.8678,0.0627,2.7036,NA,NA,571448,1,6,Bot,78.86,25.87,NA,NA,518735,NA,170409_021220,-1.7332,-133.4945,-7.1895,-1.5217,26.042,-8.6359,3.66,1.73,422,103.9,37.08,91.882,2426,6.16,490169,477132,518735,408236,400284,457759,608369,475100,592808,624577,54.3403,0.6,1.216,2,1,0,3,6,47,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,1
SL,2017-04-08,81,-1.3031,6.3375,Eric Hosmer,543333,502381,home_run,hit_into_play_score,NA,NA,NA,NA,8,Eric Hosmer homers (1) on a fly ball to center field.   Lorenzo Cain scores.,R,L,R,HOU,KC,X,NA,fly_ball,1,0,2017,0.0958,-0.4258,-0.0919,1.8386,NA,NA,456715,1,8,Top,198.56,33.78,NA,NA,435263,NA,170409_011937,2.4851,-117.7572,-2.6716,0.4541,19.7235,-35.8265,3.842,1.589,424,111.2,22.359,80.022,2636,5.415,490168,502381,435263,503556,514888,608324,621043,502210,545350,543807,55.1086,0.975,1.867,2,1,0,3,6,58,2,Slider,2,4,4,2,4,2,4,2,Standard,Standard,1
SI,2017-04-08,94.1,-0.7515,5.4701,Mike Napoli,435063,608665,home_run,hit_into_play_score,NA,NA,NA,NA,5,Mike Napoli homers (1) on a fly ball to center field.,R,R,R,TEX,OAK,X,NA,fly_ball,0,0,2017,-1.5629,0.8707,0.2724,2.1709,NA,NA,NA,2,7,Bot,88.39,24.7,NA,NA,519390,NA,170409_021310,6.1962,-136.7324,-4.7906,-21.2178,31.7945,-20.2484,3.25,1.47,420,100.9,27.849,94.507,2341,6.72,490173,608665,519390,475174,476704,592387,543760,501981,434658,459964,53.7764,0.781,1.46,2,1,0,3,6,51,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,1
FT,2017-04-08,91.5,-1.7451,5.664,David Peralta,444482,545333,home_run,hit_into_play_score,NA,NA,NA,NA,3,David Peralta homers (2) on a line drive to right field.,R,L,R,ARI,CLE,X,NA,line_drive,3,2,2017,-1.4562,1.1841,0.4403,2.9566,NA,NA,NA,1,6,Bot,230.59,95.82,NA,NA,547379,NA,170409_020055,8.6735,-132.8319,-3.5263,-19.1762,27.166,-17.4976,3.53,1.62,NA,104.4,23.699,91.858,2195,6.529,490167,545333,547379,429665,608070,650490,596019,488726,571980,467793,53.9723,0.943,1.743,2,1,0,3,6,42,6,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Strategic,1
SL,2017-04-08,86.6,-1.3738,5.8504,Jason Castro,488771,456068,home_run,hit_into_play_score,NA,NA,NA,NA,5,Jason Castro homers (1) on a fly ball to center field.   Jorge Polanco scores.,R,L,R,CWS,MIN,X,NA,fly_ball,0,0,2017,-0.2585,1.6074,0.1073,2.7393,NA,593871,NA,0,6,Top,96.19,27.06,NA,NA,434567,NA,170408_200657,3.9879,-125.7746,-4.3787,-3.4317,23.2895,-14.8448,3.69,1.72,411,103.7,28.084,85.725,2463,5.63,490171,456068,434567,547989,573135,453943,641313,466320,594576,541645,54.8687,0.913,1.801,2,1,0,3,6,45,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,1
FF,2017-04-08,91,3.1518,5.7875,Lucas Duda,446263,543045,home_run,hit_into_play_score,NA,NA,NA,NA,5,Lucas Duda homers (1) on a fly ball to center field.,R,L,L,NYM,MIA,X,NA,fly_ball,1,1,2017,1.4903,1.0221,-0.2756,2.7969,NA,NA,NA,2,5,Bot,79.89,34.07,NA,NA,592663,NA,170409_003820,-11.5449,-131.3497,-3.4917,19.6674,33.4658,-20.099,3.75,1.77,404,104.4,27.029,88.896,2308,5.893,490170,543045,592663,571506,500743,518618,588751,542303,592885,519317,54.6063,0.927,1.831,2,1,0,3,6,40,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shift,Standard,1
SI,2017-04-08,90.9,-2.3286,5.9663,Yunel Escobar,488862,433587,home_run,hit_into_play_score,NA,NA,NA,NA,8,Yunel Escobar homers (1) on a fly ball to center field.,R,R,R,LAA,SEA,X,NA,fly_ball,3,2,2017,-1.2091,0.5939,0.0896,2.1327,NA,NA,NA,0,5,Bot,122.16,24.65,NA,NA,572287,NA,170409_040138,8.6849,-131.9586,-4.9752,-16.0742,27.6692,-24.329,3.842,1.589,411,103.9,24.648,91.171,2039,6.576,490175,433587,572287,502143,429664,572122,516416,502481,547982,571745,53.9494,0.947,1.834,2,1,0,3,6,39,9,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,1
FF,2017-04-08,95.1,-2.0013,5.9587,Andrew Toles,592808,592351,home_run,hit_into_play_score,NA,NA,NA,NA,8,Andrew Toles homers (1) on a fly ball to center field.,R,L,R,COL,LAD,X,NA,fly_ball,1,0,2017,-0.6352,1.4311,0.0579,2.0526,NA,NA,NA,2,5,Top,54.56,47.69,NA,NA,572863,NA,170409_013743,6.9266,-138.2809,-8.0446,-9.6854,24.6805,-11.8503,3.32,1.48,394,97.9,24.866,96.981,2131,6.954,490169,592351,572863,448602,518934,571448,596115,467827,453568,506924,53.5459,0.525,0.839,2,1,0,3,5,35,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,0
FT,2017-04-08,93,1.665,5.4021,James McCann,543510,593958,home_run,hit_into_play_score,NA,NA,NA,NA,1,James McCann homers (2) on a fly ball to left center field.,R,R,L,DET,BOS,X,NA,fly_ball,2,1,2017,1.4024,0.5698,-0.3947,2.8864,NA,NA,NA,1,5,Bot,44.05,34.52,NA,NA,543877,NA,170408_184211,-8.313,-135.2507,-1.9391,18.8959,27.5488,-24.9971,3.42,1.56,431,107.6,28.641,93.046,2114,6.2,490164,593958,543877,519048,456030,467055,593523,643217,598265,455759,54.299,0.961,1.926,2,1,0,3,6,36,4,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,1
SI,2017-04-08,86,-1.9232,6.265,Nick Franklin,545338,543294,home_run,hit_into_play_score,NA,NA,NA,NA,4,Nick Franklin homers (1) on a fly ball to center field.   Kirk Nieuwenhuis scores.,R,L,R,MIL,CHC,X,NA,fly_ball,1,0,2017,-0.8712,1.0285,-0.5386,2.3082,NA,NA,543590,1,4,Bot,163.8,23.73,NA,NA,575929,NA,170409_003142,4.9875,-124.9321,-5.1915,-10.0082,23.1177,-20.6981,3.1,1.42,422,104.2,25.771,85.791,1955,6.058,490165,543294,575929,519203,595879,592178,608365,656941,546991,450314,54.4402,0.94,1.842,2,1,0,3,6,36,2,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,1
CU,2017-04-08,73.5,-2.7914,5.2538,Aledmys Diaz,649557,276520,home_run,hit_into_play_score,NA,NA,NA,NA,11,Aledmys Diaz homers (2) on a line drive to left field.   Michael Wacha scores.    Dexter Fowler scores.,R,R,R,STL,CIN,X,NA,line_drive,2,2,2017,1.0311,0.1628,-0.8885,2.8479,NA,608379,451594,2,4,Bot,8.2,86.65,NA,NA,571466,NA,170408_191951,2.1056,-106.6819,2.1327,7.1906,18.6112,-31.6305,3.786,1.565,381,98.9,20.647,71.965,2311,5.188,490166,276520,571466,458015,571697,553993,446359,594807,570489,623182,55.2236,0.468,0.647,2,1,0,3,5,35,5,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,0
FC,2017-04-08,86.8,0.8454,6.1095,Cheslor Cuthbert,596144,572971,home_run,hit_into_play_score,NA,NA,NA,NA,8,Cheslor Cuthbert homers (1) on a line drive to left center field.,R,R,L,HOU,KC,X,NA,line_drive,1,1,2017,-0.1205,0.5828,-0.1696,1.6212,NA,NA,NA,0,5,Top,30.69,57.51,NA,NA,435263,NA,170409_001726,-2.1803,-126.2896,-5.828,-0.9363,21.0082,-25.1044,3.786,1.565,401,108,17.899,87.295,1921,6.18,490168,572971,435263,493329,514888,608324,621043,503556,545350,543807,54.3055,0.781,1.101,2,1,0,3,6,31,3,Cutter,2,0,0,2,0,2,0,2,Standard,Strategic,1
FT,2017-04-08,94,1.6484,5.6054,Jose Iglesias,578428,593958,home_run,hit_into_play_score,NA,NA,NA,NA,4,Jose Iglesias homers (1) on a fly ball to left center field.,R,R,L,DET,BOS,X,NA,fly_ball,2,1,2017,1.5936,1.0138,-0.3367,2.1631,NA,NA,NA,1,3,Bot,35.96,38.11,NA,NA,543877,NA,170408_180612,-8.6572,-136.5671,-5.4439,21.8034,28.8245,-18.5234,3.01,1.34,433,105.1,23.653,94.061,2212,6.319,490164,593958,543877,519048,456030,467055,593523,643217,598265,455759,54.1799,0.965,1.865,2,1,0,3,6,21,4,2-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,1
FF,2017-04-08,94.6,1.5269,5.9168,Brian McCann,435263,518633,home_run,hit_into_play_score,NA,NA,NA,NA,4,Brian McCann homers (2) on a fly ball to right center field.,R,L,L,HOU,KC,X,NA,fly_ball,0,0,2017,0.1097,1.3324,-0.6052,2.7255,NA,NA,NA,0,3,Bot,221.68,45.37,NA,NA,460077,NA,170408_234755,-5.8248,-137.5122,-5.6998,2.5389,26.5474,-14.0762,3.865,1.601,425,100.5,30.498,95.388,2226,6.534,490168,518633,460077,543333,518568,596144,444876,460086,456715,449181,53.9901,0.74,1.421,2,1,0,3,6,18,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,1
FT,2017-04-08,94.4,-1.4241,6.2546,Marcell Ozuna,542303,607229,home_run,hit_into_play_score,NA,NA,NA,NA,4,Marcell Ozuna homers (1) on a fly ball to left center field.,R,R,R,NYM,MIA,X,NA,fly_ball,3,2,2017,-2.0495,1.2185,-0.5541,2.5951,NA,NA,NA,0,2,Top,21.33,44.55,NA,NA,518595,NA,170408_232949,6.6759,-136.6273,-6.273,-26.7482,35.942,-15.9428,3.56,1.65,437,111,26.571,92.673,2092,6,490170,607229,518595,446263,435522,527038,452678,493316,434158,457803,54.5001,0.997,1.993,2,1,0,3,6,9,8,2-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,1
CU,2017-04-08,74.8,0.6115,6.4362,Nolan Arenado,571448,477132,home_run,hit_into_play_score,NA,NA,NA,NA,6,Nolan Arenado homers (2) on a line drive to center field.,R,R,L,COL,LAD,X,NA,line_drive,2,2,2017,-0.469,-0.5503,0.3582,2.363,NA,NA,NA,2,1,Bot,96.57,18.36,NA,NA,518735,NA,170409_002532,0.2797,-108.8398,-0.3595,-3.73,17.0457,-36.6594,3.42,1.68,431,103.7,23.097,74.47,2393,5.805,490169,477132,518735,408236,400284,457759,608369,592808,592626,624577,54.6951,0.913,1.671,2,1,0,3,6,6,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,1
FF,2017-04-08,87.3,-2.1415,6.2448,Jonathan Villar,542340,543294,home_run,hit_into_play_score,NA,NA,NA,NA,11,Jonathan Villar homers (2) on a line drive to center field.,R,L,R,MIL,CHC,X,NA,line_drive,0,2,2017,-0.0429,1.6059,-0.6582,3.7031,NA,NA,NA,0,1,Bot,91.03,35.03,NA,NA,575929,NA,170408_231853,3.6448,-126.8289,-3.2104,-1.2096,26.0751,-14.4983,3.32,1.6,396,101.3,21.393,87.021,2029,6.205,490165,543294,575929,519203,595879,592178,608365,656941,546991,450314,54.2939,0.622,0.846,2,1,0,3,5,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,0
FF,2017-04-08,82.8,-1.8809,6.4985,Aledmys Diaz,649557,276520,home_run,hit_into_play_score,NA,NA,NA,NA,4,Aledmys Diaz homers (1) on a line drive to left center field.,R,R,R,STL,CIN,X,NA,line_drive,1,0,2017,-0.9418,1.2236,-0.519,2.3393,NA,NA,NA,1,1,Bot,17.74,77.68,NA,NA,571466,NA,170408_182114,4.784,-120.1998,-5.2567,-9.746,20.8579,-19.9111,3.786,1.565,381,109.6,18.124,81.858,2017,5.446,490166,276520,571466,458015,571697,553993,446359,594807,570489,623182,54.9607,0.818,1.277,2,1,0,3,6,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,1
FT,2017-04-08,89.5,-0.9806,6.0434,Mitch Haniger,571745,445060,home_run,hit_into_play_score,NA,NA,NA,NA,7,Mitch Haniger homers (2) on a fly ball to center field.   Jean Segura scores.,R,R,R,LAA,SEA,X,NA,fly_ball,3,2,2017,-1.3863,0.8319,-0.4444,1.9205,NA,NA,516416,0,1,Top,105.99,29.39,NA,NA,455117,NA,170409_022337,4.0617,-129.7678,-5.687,-16.0324,29.0766,-22.102,3.842,1.589,431,106.5,27.083,87.619,1935,5.477,490175,445060,455117,527043,457787,488862,592743,457727,545361,594777,55.0387,0.975,1.929,2,1,0,3,6,2,6,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,1
SI,2017-04-07,94,-2.776,6.3083,Freddy Galvis,520471,595014,home_run,hit_into_play_score,NA,NA,NA,NA,6,Freddy Galvis homers (2) on a fly ball to right center field.    Cameron Rupp scores.,R,L,R,PHI,WSH,X,NA,fly_ball,1,1,2017,-1.1938,0.7728,0.6057,2.2266,NA,NA,519237,0,9,Bot,200.43,48.93,NA,NA,446308,NA,170407_223459,11.2237,-136.3311,-6.4583,-17.0275,28.4755,-21.5477,3.19,1.5,363,102.5,35.957,93.142,2323,5.853,490162,595014,446308,475582,502517,543685,607208,150029,594809,547180,54.646,0.595,1.222,2,1,0,3,6,76,3,Sinker,4,7,4,7,7,4,4,7,Standard,Standard,1
FF,2017-04-07,93.4,-2.6626,5.7954,Josh Donaldson,518626,543144,home_run,hit_into_play_score,NA,NA,NA,NA,5,Josh Donaldson homers (1) on a fly ball to center field.,R,R,R,TB,TOR,X,NA,fly_ball,2,2,2017,-0.8343,1.7453,0.0604,3.0735,NA,NA,NA,0,8,Top,126.81,26.93,NA,NA,519083,NA,170408_023750,8.7617,-135.3337,-4.9599,-12.1297,30.4632,-10.0396,3.786,1.565,414,103,26.67,92.665,2478,6.151,490161,543144,519083,489149,543543,446334,542921,488721,595281,519306,54.3491,0.897,1.806,2,1,0,3,6,75,8,4-Seam Fastball,9,7,7,9,7,9,7,9,Infield shift,Standard,1
FF,2017-04-07,89.7,-0.9433,6.2152,Seth Smith,452234,461325,home_run,hit_into_play_score,NA,NA,NA,NA,3,Seth Smith homers (1) on a fly ball to right center field.    Jonathan Schoop scores.,R,L,R,BAL,NYY,X,NA,fly_ball,2,1,2017,-0.2743,1.5698,0.3679,3.5006,570731,NA,NA,1,7,Bot,NA,NA,NA,NA,596142,NA,170408_020128,3.8089,-130.3089,-3.8811,-4.0257,32.9906,-13.9355,3.49,1.71,348,97.3,36.393,88.68,2210,6.216,490157,461325,596142,595885,516770,452104,518902,458731,453056,592450,54.2813,0.254,0.483,2,1,0,3,3,61,4,4-Seam Fastball,4,5,4,5,5,4,4,5,Strategic,Standard,0
FF,2017-04-07,90.6,-3.1945,5.7553,Yoenis Cespedes,493316,621295,home_run,hit_into_play_score,NA,NA,NA,NA,4,Yoenis Cespedes homers (1) on a fly ball to left center field.,R,R,R,NYM,MIA,X,NA,fly_ball,3,1,2017,-0.7997,0.8907,-0.4836,2.4341,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,454560,NA,170408_015112,8.5219,-131.495,-4.2588,-11.2024,28.5116,-21.0361,3.44,1.57,378,103.7,35.556,90.866,1763,6.638,490155,621295,454560,571506,543829,500743,588751,542303,592885,519317,53.862,0.672,1.316,2,1,0,3,6,68,5,4-Seam Fastball,1,7,1,7,7,1,1,7,Infield shift,Standard,1
SI,2017-04-07,90.4,1.8097,6.3128,Aaron Altherr,571437,519301,home_run,hit_into_play_score,NA,NA,NA,NA,6,Aaron Altherr homers (1) on a fly ball to right center field.    Freddy Galvis scores.,R,R,L,PHI,WSH,X,NA,fly_ball,1,1,2017,1.2071,1.687,0.3127,3.1564,NA,520471,NA,2,7,Bot,200.43,48.93,NA,NA,446308,NA,170407_215409,-6.3136,-131.4419,-5.4805,15.3628,29.722,-11.6861,3.99,1.86,354,101.3,26.594,90.241,2278,6.387,490162,519301,446308,475582,502517,543685,607208,150029,594809,547180,54.1122,0.765,1.484,2,1,0,3,6,62,3,Sinker,2,7,2,7,7,2,2,7,Standard,Standard,1
FF,2017-04-07,86.7,-1.4413,6.0407,Pablo Sandoval,467055,408061,home_run,hit_into_play_score,NA,NA,NA,NA,1,Pablo Sandoval homers (1) on a fly ball to left center field.   Chris Young scores.    Jackie Bradley scores.,R,L,R,DET,BOS,X,NA,fly_ball,0,2,2017,-0.63,0.9501,-0.8283,3.0848,455759,NA,598265,2,8,Top,60.3,48.46,NA,NA,543510,NA,170407_200223,2.765,-126.325,-2.8327,-7.3223,25.9947,-21.6203,3.27,1.54,414,104.9,29.012,86.972,1966,6.413,490149,408061,543510,408234,435079,592206,578428,457708,592444,607385,54.0855,0.922,1.842,2,1,0,3,6,64,3,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,1
FF,2017-04-07,92.6,1.6584,5.774,Brandon Belt,474832,488748,home_run,hit_into_play_score,NA,NA,NA,NA,1,Brandon Belt homers (3) on a fly ball to center field.,R,L,L,SD,SF,X,NA,fly_ball,1,2,2017,0.1278,1.5142,-0.3608,3.0883,NA,NA,NA,2,8,Top,126.81,26.93,NA,NA,595978,NA,170408_011552,-5.4344,-134.3909,-4.3077,2.7848,30.5708,-13.0714,3.16,1.45,410,105.2,26.549,92.446,2276,6.447,490159,488748,595978,571976,500208,572114,430947,608671,622534,592669,54.0515,0.94,1.877,2,1,0,3,6,66,4,4-Seam Fastball,7,5,5,7,5,7,5,7,Infield shift,Strategic,1
SL,2017-04-07,90.1,-2.5489,5.6724,Kole Calhoun,594777,502272,home_run,hit_into_play_score,NA,NA,NA,NA,6,Kole Calhoun homers (1) on a fly ball to right center field.    Yunel Escobar scores.,R,L,R,LAA,SEA,X,NA,fly_ball,1,1,2017,-0.2459,0.873,0.3302,2.4444,NA,NA,488862,0,7,Bot,191.97,50.84,NA,NA,572287,NA,170408_042846,7.5545,-130.7292,-3.8125,-4.2856,26.2455,-21.812,3.842,1.589,381,99.2,32.627,89.202,2473,5.725,490160,502272,572287,502143,429664,572122,516416,628338,502481,571745,54.7184,0.475,0.922,2,1,0,3,5,57,3,Slider,3,1,3,1,1,3,3,1,Infield shift,Standard,1
FF,2017-04-07,92.2,2.0061,6.1986,Scott Schebler,594988,543779,home_run,hit_into_play_score,NA,NA,NA,NA,8,Scott Schebler homers (1) on a fly ball to center field.,R,L,L,STL,CIN,X,NA,fly_ball,1,1,2017,0.9447,1.2574,-0.1835,2.0652,NA,NA,NA,2,9,Top,126.85,26.59,NA,NA,425877,NA,170408_021716,-7.6034,-133.7923,-7.4114,12.947,26.7478,-15.6785,3.746,1.535,388,104.4,24.018,92.534,2084,6.4,490151,543779,425877,572761,543939,425509,649557,545341,451594,572039,54.0471,0.943,1.743,2,1,0,3,6,61,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,1
